Protein.Group,Gene.Symbol,hDIA02_2nd_fraction001,hDIA02_2nd_fraction002,hDIA02_2nd_fraction003,hDIA02_2nd_fraction004,hDIA02_2nd_fraction005,hDIA02_2nd_fraction006,hDIA02_2nd_fraction007,hDIA02_2nd_fraction008,hDIA02_2nd_fraction009,hDIA02_2nd_fraction010,hDIA02_2nd_fraction011,hDIA02_2nd_fraction012,hDIA02_2nd_fraction013,hDIA02_2nd_fraction014,hDIA02_2nd_fraction015,hDIA02_2nd_fraction016,hDIA02_2nd_fraction017,hDIA02_2nd_fraction018,hDIA02_2nd_fraction019,hDIA02_2nd_fraction020,hDIA02_2nd_fraction021,hDIA02_2nd_fraction022,hDIA02_2nd_fraction023,hDIA02_2nd_fraction024,hDIA02_2nd_fraction025,hDIA02_2nd_fraction026,hDIA02_2nd_fraction027,hDIA02_2nd_fraction028,hDIA02_2nd_fraction029,hDIA02_2nd_fraction030,hDIA02_2nd_fraction031,hDIA02_2nd_fraction032,hDIA02_2nd_fraction033,hDIA02_2nd_fraction034,hDIA02_2nd_fraction035,hDIA02_2nd_fraction036,hDIA02_2nd_fraction037,hDIA02_2nd_fraction038,hDIA02_2nd_fraction039,hDIA02_2nd_fraction040,hDIA02_2nd_fraction041,hDIA02_2nd_fraction042,hDIA02_2nd_fraction043,hDIA02_2nd_fraction044,hDIA02_2nd_fraction045,hDIA02_2nd_fraction046,hDIA02_2nd_fraction047,hDIA02_2nd_fraction048,hDIA02_2nd_fraction049,hDIA02_2nd_fraction050,hDIA02_2nd_fraction051,hDIA02_2nd_fraction052,hDIA02_2nd_fraction053,hDIA02_2nd_fraction054,hDIA02_2nd_fraction055,hDIA02_2nd_fraction056,hDIA02_2nd_fraction057,hDIA02_2nd_fraction058,hDIA02_2nd_fraction059,hDIA02_2nd_fraction060,hDIA02_2nd_fraction061,hDIA02_2nd_fraction062,hDIA02_2nd_fraction063,hDIA02_2nd_fraction064,hDIA02_2nd_fraction065,hDIA02_2nd_fraction066,hDIA02_2nd_fraction067,hDIA02_2nd_fraction068,hDIA02_2nd_fraction069,hDIA02_2nd_fraction070,hDIA02_2nd_fraction071,hDIA02_2nd_fraction072,hDIA02_2nd_fraction073,hDIA02_2nd_fraction074,hDIA02_2nd_fraction075,hDIA02_2nd_fraction076,hDIA02_2nd_fraction077,hDIA02_2nd_fraction078,hDIA02_2nd_fraction079,hDIA02_2nd_fraction080,hDIA02_2nd_fraction081,hDIA02_2nd_fraction082,hDIA02_2nd_fraction083,hDIA02_2nd_fraction084,hDIA02_2nd_fraction085,hDIA02_2nd_fraction086,hDIA02_2nd_fraction087,hDIA02_2nd_fraction088,hDIA02_2nd_fraction089,hDIA02_2nd_fraction090,hDIA02_2nd_fraction091,hDIA02_2nd_fraction092,hDIA02_2nd_fraction093,hDIA02_2nd_fraction094,hDIA02_2nd_fraction095,hDIA02_2nd_fraction096,hDIA02_2nd_fraction097,hDIA02_2nd_fraction098,hDIA02_2nd_fraction099,hDIA02_2nd_fraction100,hDIA02_2nd_fraction101,hDIA02_2nd_fraction102,hDIA02_2nd_fraction103,hDIA02_2nd_fraction104,hDIA02_2nd_fraction105,hDIA02_2nd_fraction106,hDIA02_2nd_fraction107,hDIA02_2nd_fraction108,hDIA02_2nd_fraction109,hDIA02_2nd_fraction110,hDIA02_2nd_fraction111,hDIA02_2nd_fraction112,hDIA02_2nd_fraction113,hDIA02_2nd_fraction114,hDIA02_2nd_fraction115,hDIA02_2nd_fraction116,hDIA02_2nd_fraction117,hDIA02_2nd_fraction118,hDIA02_2nd_fraction119,hDIA02_2nd_fraction120,hDIA02_2nd_fraction121,hDIA02_2nd_fraction122,hDIA02_2nd_fraction123,hDIA02_2nd_fraction124,hDIA02_2nd_fraction125,hDIA02_2nd_fraction126,hDIA02_2nd_fraction127,hDIA02_2nd_fraction128,hDIA02_2nd_fraction129,hDIA02_2nd_fraction130,hDIA02_2nd_fraction131,hDIA02_2nd_fraction132,hDIA02_2nd_fraction133,hDIA02_2nd_fraction134,hDIA02_2nd_fraction135,hDIA02_2nd_fraction136,hDIA02_2nd_fraction137,hDIA02_2nd_fraction138,hDIA02_2nd_fraction139,hDIA02_2nd_fraction140,hDIA02_2nd_fraction141,hDIA02_2nd_fraction142,hDIA02_2nd_fraction143,hDIA02_2nd_fraction144,hDIA02_2nd_fraction145,hDIA02_2nd_fraction146,hDIA02_2nd_fraction147,hDIA02_2nd_fraction148,hDIA02_2nd_fraction149,hDIA02_2nd_fraction150,hDIA02_2nd_fraction151,hDIA02_2nd_fraction152,hDIA02_2nd_fraction153,hDIA02_2nd_fraction154,hDIA02_2nd_fraction155,hDIA02_2nd_fraction156,hDIA02_2nd_fraction157,hDIA02_2nd_fraction158,hDIA02_2nd_fraction159,hDIA02_2nd_fraction160,hDIA02_2nd_fraction161,hDIA02_2nd_fraction162,hDIA02_2nd_fraction163,hDIA02_2nd_fraction164,hDIA02_2nd_fraction165,hDIA02_2nd_fraction166,hDIA02_2nd_fraction167,hDIA02_2nd_fraction168,hDIA02_2nd_fraction169,hDIA02_2nd_fraction170,hDIA02_2nd_fraction171,hDIA02_2nd_fraction172,hDIA02_2nd_fraction173,hDIA02_2nd_fraction174,hDIA02_2nd_fraction175,hDIA02_2nd_fraction176,hDIA02_2nd_fraction177,hDIA02_2nd_fraction178,hDIA02_2nd_fraction179,hDIA02_2nd_fraction180,hDIA02_2nd_fraction181,hDIA02_2nd_fraction182,hDIA02_2nd_fraction183,hDIA02_2nd_fraction184,hDIA02_2nd_fraction185,hDIA02_2nd_fraction186,hDIA02_2nd_fraction187,hDIA02_2nd_fraction188,hDIA02_2nd_fraction189,hDIA02_2nd_fraction190,hDIA02_2nd_fraction191,hDIA02_2nd_fraction192
Q7L576,CYFIP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470339.5341,NA,NA,53776.68148,NA,61544.51491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119744.3029,189502.0464,374378.9431,490470.4535,491954.8976,543723.8337,562478.3662,503701.1083,595678.1766,567952.1648,439549.2393,417134.0433,615515.9694,335423.8629,365719.6196,600324.6594,514505.0368,380796.5007,477007.9239,448725.8016,484417.1124,486246.7531,469563.0271,454785.0929,476105.9606,341590.7656,167588.5417,196531.0457,163217.5084,166975.9905,141374.9079,191089.1038,116077.0761,76320.58679,73246.65002,75156.62842,112281.8094,58929.60957,82617.03276,81869.92397,53166.01017,35625.90757,56274.00041,71019.21458,35514.84869,57444.27025,66411.77232,43199.81633,60206.68786,18500.71963,11164.46868,NA,28240.65208,59122.39046,28941.65336,38762.69562,NA,NA,53196.91219,NA,23828.42371,37882.28412,36320.14883,NA,NA,20356.33252,NA,NA,NA,NA,NA,NA,NA,NA
Q96F07,CYFIP2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387392.0708,526619.3721,260650.3197,567466.2586,1084106.043,1078376.026,1511656.651,1557935.486,1465826.881,1659349.195,1466992.803,1360017.372,1218461.285,1024605.941,961827.143,846070.2814,NA,613522.4823,557826.7367,521272.2748,551523.4148,982229.7092,876791.6227,829837.7975,985428.2595,1278582.724,2839140.825,2528983.874,2419198.485,2747931.83,2582271.427,3154851.666,4116610.703,4449298.905,4338087.946,4769195.286,4851405.942,5274658.088,4147950.884,6525593.53,5871418.69,4977095.851,6598380.624,6287941.333,6946374.141,6394834.304,6898025.257,6644441.382,7102614.298,5050881.362,3274979.532,3003382.015,3048794.845,2314297.552,2379506.064,2629529.711,1733483.313,1507376.21,950349.3664,1211500.32,1135701.119,794403.2291,881368.7826,802151.3397,770553.4701,534331.1097,569215.5408,763947.0133,353240.2636,634305.1758,578999.7968,492895.7225,533962.2046,465101.9943,450324.4369,395931.5907,422334.0819,507551.4886,427073.0855,427548.0334,412432.4544,294966.5963,283180.6749,306401.6301,346209.1326,358848.0128,387552.9635,327428.0008,290078.7166,224441.4924,256193.5717,122214.9586,201063.9166,227188.4163,150817.4807,178520.1727,201338.6762,149999.5753
Q8WWM9,CYGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340823.07,4914535.864,14301679.72,19402738.3,22499303.88,22750039.41,17116350.54,23979083.99,23218593.07,10944436.08,NA,12275896.65,8597464.161,9672297.437,8747294.885,6557728.848,5316477.931,4144007.048,4470543.015,3598728.508,2853172.747,3517364.026,3365065.438,5026588.952,3429099.769,2297877.324,1731772.934,NA,NA,686585.8445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64927.8259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15438,CYTH1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1605280,2261420,2800060,5320490,9327170,6267560,2891960,2435830,2068490,NA,878854,863470,687423,804662,1039900,677023,662521,630776,NA,NA,353424,461335,388727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270492,211065,NA,NA,NA,NA,NA,NA,312982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q99418,CYTH2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3072965.037,5895651.759,2843592.366,4826047.398,3616658.796,2190116.87,2777469.246,918560.9635,1385786.997,1838958.366,1758568.009,2804721.249,3201497.403,3213504.409,3888286.902,2835148.085,2291410.612,1673126.108,752554.6771,NA,567255.2775,NA,750980.5656,488700.4631,814177.5408,NA,NA,371936.0774,852823.6346,609431.9244,NA,NA,427423.1146,NA,311965.3909,NA,NA,NA,NA,NA,240902.7361,270912.5625,NA,NA,NA,NA,NA,NA,160917.7722,171944.0207,NA,358808.731,156911.3441,NA,NA,NA,NA,NA,NA,214973.7033,NA,NA,NA,NA,NA,NA,NA,NA,114032.481,NA,77421.36814,NA,NA,NA,NA,NA,68947.18213,80698.20677,61984.93323,NA,61385.88034,NA,NA,56120.64593,51697.82884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O43739,CYTH3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662888,NA,500045.4275,NA,470511.9571,NA,775999.3577,826139.4673,996901.6631,1033196.824,1031753.4,1011472.972,NA,452388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H0Q0,CYRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41630.11277,NA,NA,147440.0612,136143.1157,NA,NA,114617.5682,NA,NA,NA,129967.4598,NA,NA,NA,NA,228126.8638,156348.5843,NA,216198.0724,162474.0653,114281.3632,122276.8333,190994.0774,289748.3063,330470.8383,446773.1233,NA,138596.5764,NA,NA,285814.4934,295226.2069,154599.6004,170905.5914,NA,164745.2547,287200.2842,115865.3026,139318.8598,122630.0709,199266.4422,158188.4369,219963.0474,194564.4098,244492.1,142958.8148,148158.3494,57128.87876,119493.6307,71874.22057,64265.8665,74744.00068,59133.39726,52328.2098,77401.69297,NA,41561.36587,43430.93374,NA,51918.61512,50774.76813,NA,38335.32549,46478.14609,55011.26052,NA,36835.51374,59975.99846,35782.56267,NA,80781.72618,37590.57046,86388.08811,52197.10201,62776.04572,28354.51768,50184.01162,22313.03709,33434.25053,44907.11069,NA,28993.58869,35767.70019,58325.41723,49379.5588,36992.14421,NA,38835.05817,17424.66598,NA,33173.1658,19299.09729,27370.34038,27948.13442,NA
Q9NUQ9,CYRIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8978342.357,16590933.98,53349069.3,206019352.4,386752247.9,203701100.5,111527438.4,118315302.1,87897876.28,39002458.83,36080945.84,26962938.46,24361652.19,3430143.898,6544906.858,12574556.87,14623709.91,12513700.25,9564709.179,6819370.096,8687166.58,6343322.058,7376814.616,6175872.148,7936462.862,7296491.305,7583130.645,4444192.848,6371339.902,24585903.99,2616991.308,3651074.942,4726038.164,1822977.445,4378141.118,4032068.715,3438461.785,3531388.619,3281392.031,2412897.24,1362030.482,4276231.223,2722550.041,2451767.956,NA,9722467.455,2474753.978,1866380.494,3384257.386,1979900.798,1977006.027,1505323.72,2019159.966,1899899.967,2376800.525,4417734.647,3723239.791,NA,1758714.882,1942240.054,NA,7661800.863,1895713.609,1600704.982,1610359.929,1536463.935,404399.7779,1927013.224,1232683.939,623980.7717,1679610.837,897872.67,1512751.403,1289260.82,1511930.769,1458613.214,1710531.041,1415338.505,854852.2773,1112898.176,928009.5687,896080.947,1020593.999,1162530.243,726248.6089,739873.9461,710317.2704,689017.4351,771494.5256,763553.0715,874357.1421,893798.2547,689588.8663,674768.3969,528058.408,659920.7572,585982.946,674421.9661,830559.1037,1205990.164,693384.2851,1079122.238,752635.5255,833701.1628,918416.5368,555168.2039,884935.7104,581800.1701,847626.3915,718317.4837,667593.1023,994124.8039,490614.9977,615745.2701,1075421.618,788575.1664,585113.3833,450084.095,536555.2049,334362.8642,391485.7436,603986.486,334736.5578,429938.419,603841.8127,208586.7468
P01040,CSTA,NA,1708584.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258323.34,NA,NA,NA,NA,NA,NA,NA,365545.3611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329454.3145,915583.2976,NA,NA,NA,NA,NA,NA,NA,249675.9871,928375.1404,1805714.171,2555408.495,4070862.04,7789261.095,4309049.547,2569229.658,1002214.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5750520.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318305.9699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261736.0997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83401.34325,NA,203287.1821
P04080,CSTB,11652037.71,11420185.4,8878397.747,8917765.699,7190768.291,13383349.94,9606888.72,4413270.87,3306062.308,2629335.061,2282818.203,1425558.218,1549955.872,1504840.431,1348404.626,1243196.157,1300990.914,1050445.983,1006485.749,1222811.314,843132.4424,1009157.177,796852.2928,855350.1271,687355.2738,868366.8108,913769.6526,545663.093,597106.5239,569128.1346,514838.9729,416769.3787,540263.0166,429793.2182,478429.969,298493.2361,129384.904,270839.7791,242569.3354,304756.6963,269575.0855,288133.6409,249491.9029,234241.4421,296014.2578,251461.1705,126180.496,183352.9521,97971.3213,57850.14742,293941.5072,505365.9307,886565.7796,512655.1385,8737699.495,2314009.809,7613529.303,11913584.65,7498368.504,4338514.422,616805.4052,1268266.235,3483285.452,4366413.425,10172172.66,17677098.12,17996652.71,20320088.28,8545445.864,2432598.328,4763743.321,7490240.88,5412808.327,4188550.367,2576582.486,1778191.683,3882554.001,3445335.192,NA,NA,5521113.608,4210026.611,3348813.315,3160249.007,1797067.369,4755521.987,2952315.467,2347174.001,2223955.916,1584434.354,1626099.281,1740497.748,3621175.395,1806014.635,1964344.876,2855768.853,1026966.299,2366397.941,5058770.076,5156490.025,3598475.387,1956993.724,1193145.066,1137942.245,1069669.149,825917.6751,672137.9763,541608.5004,370235.5407,NA,974777.5934,591870.9894,390551.5394,361915.057,NA,NA,NA,NA,NA,NA,NA,221919.0871,NA,NA,742505.5682,NA,403612.9464,NA,NA,NA,238319.9218,NA,NA,156390.0467,NA,132859.453,95462.8367,153988.7684,230411.5347,143990.8945,153784.5328,152751.2701,132466.6923,176707.2538,NA,NA,498336.7471,NA,NA,73126.23544,43493.34948,NA,68042.45024,35577.10717,20222.94462,28093.50584,NA,27998.63904,NA,16895.23455,43582.65721,59370.33994,NA,40531.8132,48603.41471,38901.28645,45644.10689,33116.61265,37865.02869,30727.05675,28534.60629,1215322.57,76354.30963,NA,18956.80508,NA,NA,NA,15737.25526,NA,59434.31692,NA,64467.65661,40552.65459,NA,22763.55678,25722.56076,30276.81869,NA,19681.53915,NA,12254.61621
P01034,CST3,2419032.014,3562523.798,1444813.991,1160012.151,747205.5279,737455.4824,630953.6569,753956.1639,773007.489,677161.6952,333829.947,222989.5061,229513.2268,202592.5023,130499.4387,155884.7556,152261.3665,134075.0551,124001.7364,150605.6923,125599.8127,181420.2119,159561.886,206512.9567,153875.134,232712.8222,242918.196,189120.6832,194009.7871,238407.6663,199594.0281,193938.551,189019.5215,217670.9065,310276.0219,152303.8878,191404.1107,207522.1636,209829.3457,230074.6491,342973.3597,325827.8358,281457.1067,369769.2945,311769.1527,316414.9647,235602.994,278975.1681,245262.4672,418810.9142,243927.4749,276492.8156,348096.063,364173.092,300813.209,230314.6135,392486.9693,293881.2687,559098.3296,455365.4141,662390.2895,1460924.69,2551632.273,2944902.979,2593569.987,1816401.882,1490779.389,2267688.893,2876285.865,8276438.218,7016139.768,3211473.4,2888294.881,2872502.418,4214073.792,6012234.888,19451937.84,184536415.5,72956530.37,22658137.5,41757862.31,25172945.32,17016690.9,10172256.48,5595917.535,3918897.945,3463040.52,3208605.339,2776382.231,2667646.9,2267227.463,1981546.617,3832964.097,2556122.895,2217215.259,2555442.228,1977816.683,2777477.967,3130256.318,3319866.307,1803126.127,1371212.749,1207432.223,1091043.303,932395.0287,810532.2819,698964.4588,841530.9015,689125.073,617407.6331,NA,430688.754,504454.1893,424358.6346,317617.6268,394354.1587,551491.9635,349262.8188,466474.5846,483417.4946,506663.173,482400.9787,490461.4867,552440.9914,497470.5785,373827.181,423390.2875,294822.713,467549.4007,307277.4208,457517.5404,447263.7321,328247.7186,329788.1013,358156.4,309609.0994,333254.6141,302597.2687,382641.957,379513.5943,335697.7504,479260.6574,307278.278,301318.1351,213689.9727,217896.8107,281235.0688,158127.9543,167519.2575,214847.8591,251635.1887,173095.1383,151218.8884,181537.7123,124921.0173,83658.38526,254016.1453,143986.0497,158106.4628,96465.86364,168056.0714,143177.4797,29708.46141,149582.6586,117244.4137,131322.2954,124535.0647,95275.40402,246742.4763,116307.2967,88083.23432,418918.2679,62100.76031,121401.903,101486.4035,113700.0209,42372.3874,159912.2655,156896.3737,95236.09617,161808.3372,168533.4295,153660.1766,124338.2905,112602.1842,119432.5531,94854.46195,NA,71269.83223,78151.05566,102663.2815,78472.81251
P28325,CST5,NA,5491054.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454924.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15828,CST6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P01036,CST4,NA,118267973.8,1812605.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103643.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160414.9516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233564.8539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25969513.67,1009122.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
